booking_code,dataset_year,status,booking_type,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,guests_number,customer_code,customer_country,customer_province,customer_region,customer_lang,channel_code,channel_name,source,medium,room_id,room_name,arrangement_code,arrangement_name,policy_id,policy_name,agency_code,agency_kind,group_code,group_type,total_stay_amount,total_extra_amount,total_taxes_amount,total_amount,adr,creation_datetime,cancellation_datetime,lead_time_days,is_canceled
B-BFA0B5EA7828,2026,CANCELED,GRP,2026-07-04,2026-07-11,2026-07,7,2,1,0,3,C-10946CF1D060,IT,,,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,2024.91,0,0,2024.91,289.27,2026-05-03 14:31:09,2026-06-03 14:23:41,62,1
B-4CBD3F170469,2026,CONFIRMED,GRP,2026-07-11,2026-07-18,2026-07,7,2,1,0,3,C-794C72D9321A,IT,AQ,ABRUZZO,IT,crm,Diretto (CRM),DigitalDept PrenotaPrimay,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1748.75,0,0,1748.75,249.82,2026-05-03 14:36:49,,69,0
B-37350A9BFA70,2026,CONFIRMED,GRP,2026-07-11,2026-07-18,2026-07,7,2,1,0,3,C-2F2175B5DFE3,IT,AQ,ABRUZZO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1748.75,30.0,0,1778.75,249.82,2026-05-03 14:51:20,,69,0
B-13E457B7DDBB,2026,CANCELED,GRP,2026-07-05,2026-07-12,2026-07,7,2,0,1,3,C-6898973CB65D,IT,,,IT,Booking.com,Booking.com,,OTA,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1866.83,0,0,1866.83,266.69,2026-05-03 16:52:35,2026-05-03 20:53:43,63,1
B-682C6E369FEB,2026,CONFIRMED,GRP,2026-06-21,2026-07-01,2026-06,10,2,2,0,4,C-4281ADFF2800,IT,TN,TRENTINO-ALTO ADIGE,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,2190.0,0,0,2190.0,219.0,2026-05-03 20:14:10,,49,0
B-5BE0FBDC956E,2026,CONFIRMED,GRP,2026-06-29,2026-07-06,2026-06,7,2,2,0,4,,IT,RM,LAZIO,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-9D8172FC,ind,1553.25,0,0,1553.25,221.89,2026-05-03 20:24:29,,57,0
B-97C1720831DE,2026,CANCELED,GRP,2026-06-25,2026-07-02,2026-06,7,1,1,0,2,C-35E1E318B788,HU,,,HU,Booking.com,Booking.com,,OTA,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1317.02,0,0,1317.02,188.15,2026-05-04 13:09:57,2026-05-06 12:11:35,52,1
B-D35D4EFF9DF6,2026,CANCELED,GRP,2026-06-25,2026-07-02,2026-06,7,1,1,1,3,C-35E1E318B788,HU,,,HU,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1394.27,0,0,1394.27,199.18,2026-05-04 13:09:57,2026-05-06 12:11:35,52,1
B-4444E189544D,2026,CONFIRMED,GRP,2026-06-29,2026-07-11,2026-06,12,2,0,0,2,,IT,MI,LOMBARDIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-9D8172FC,ind,2195.12,0,0,2195.12,182.93,2026-05-04 13:12:32,,56,0
B-E5D80D74B376,2026,CONFIRMED,GRP,2026-07-05,2026-07-12,2026-07,7,2,0,1,3,,IT,NO,PIEMONTE,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,1444.93,0,0,1444.93,206.42,2026-05-04 13:36:47,,62,0
B-328B26E158CD,2026,CONFIRMED,GRP,2026-06-27,2026-07-04,2026-06,7,2,1,1,4,C-BC0EDD73A143,IT,FE,EMILIA-ROMAGNA,IT,Booking.com,Booking.com,,OTA,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,1902.0,0,0,1902.0,271.71,2026-05-04 13:54:53,,54,0
B-A18DE8BD85A3,2026,CONFIRMED,GRP,2026-07-15,2026-07-25,2026-07,10,2,1,0,3,C-5059EAE32970,IT,NA,CAMPANIA,IT,booking-engine-advance-s1,Booking Engine - Advance,crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,2590.0,0,0,2590.0,259.0,2026-05-04 16:00:23,,72,0
B-C12462AF746D,2026,CANCELED,GRP,2026-05-27,2026-05-31,2026-05,4,1,0,0,1,,IT,,,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,280.0,0,0,280.0,70.0,2026-05-04 16:45:50,2026-05-11 15:21:15,23,1
B-57CB73C5D63F,2026,CONFIRMED,GRP,2026-05-27,2026-05-31,2026-05,4,4,0,0,4,,IT,CT,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,370.0,20.0,0,390.0,92.5,2026-05-04 18:24:35,,23,0
B-2795561910B7,2026,CANCELED,GRP,2026-06-28,2026-07-05,2026-06,7,2,1,0,3,C-BCF689204CF2,IT,,,IT,crm,Diretto (CRM),DigitalDept DEM,Conferma da Operatore,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-EEE9B40D,ind,1400.0,0,0,1400.0,200.0,2026-05-04 18:46:58,2026-05-07 11:49:00,55,1
B-495DF8929031,2026,CANCELED,GRP,2026-08-01,2026-08-08,2026-08,7,2,0,0,2,C-CEDE14405465,IT,,,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-D850D789,ind,2362.4,0,0,2362.4,337.49,2026-05-04 19:11:29,2026-06-10 09:14:41,89,1
B-0EDF6420D855,2026,CONFIRMED,GRP,2026-07-14,2026-07-22,2026-07,8,2,0,1,3,C-B1EF79380750,IT,TV,VENETO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1687.8,0,0,1687.8,210.97,2026-05-04 20:48:31,,71,0
B-AA1B6AE2986F,2026,CONFIRMED,GRP,2026-06-20,2026-06-27,2026-06,7,1,1,0,2,C-0293CFD6E060,IT,PZ,BASILICATA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,914.3,0,0,914.3,130.61,2026-05-04 22:06:44,,47,0
B-614569692AE1,2026,CONFIRMED,GRP,2026-05-28,2026-05-31,2026-05,3,2,0,0,2,,IT,ME,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,3231,Suite Familiare,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,420.0,0,0,420.0,140.0,2026-05-04 22:27:52,,24,0
B-2A548A9337E8,2026,CONFIRMED,GRP,2026-07-19,2026-07-26,2026-07,7,2,2,0,4,C-746DED32618B,IT,RM,LAZIO,IT,crm,Diretto (CRM),direct,Preventivo da Minisito,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1898.9,11.5,0,1910.4,271.27,2026-05-05 05:20:25,,75,0
B-C5FAC6C42D58,2026,CONFIRMED,GRP,2026-05-28,2026-06-02,2026-05,5,2,1,0,3,,IT,ME,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,939.6,3.8,0,943.4,187.92,2026-05-05 07:29:10,,23,0
B-CB8770FD5FE1,2026,CONFIRMED,GRP,2026-05-28,2026-06-02,2026-05,5,2,1,1,4,,IT,ME,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,700.0,0,0,700.0,140.0,2026-05-05 07:30:58,,23,0
B-AE6C5D01A7A5,2026,CONFIRMED,GRP,2026-05-27,2026-05-31,2026-05,4,2,0,0,2,,IT,ME,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,490.0,0,0,490.0,122.5,2026-05-05 07:35:27,,22,0
B-67F454EFA9D5,2026,CONFIRMED,GRP,2026-05-27,2026-05-31,2026-05,4,5,0,0,5,,IT,,,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,1200.0,0,0,1200.0,300.0,2026-05-05 07:40:07,,22,0
B-A0965ACD478F,2026,CONFIRMED,GRP,2026-05-28,2026-05-31,2026-05,3,5,0,0,5,,IT,ME,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,1050.0,0,0,1050.0,350.0,2026-05-05 07:50:33,,23,0
B-0D5C69E7637E,2026,CONFIRMED,GRP,2026-05-27,2026-05-31,2026-05,4,5,0,0,5,,IT,ME,SICILIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,1120.0,0,0,1120.0,280.0,2026-05-05 07:53:15,,22,0
B-3B31B82477A4,2026,CONFIRMED,GRP,2026-06-20,2026-06-27,2026-06,7,2,1,0,3,C-7A60DFCF6B1D,IT,PZ,BASILICATA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1112.8,0,0,1112.8,158.97,2026-05-05 11:37:40,,46,0
B-1398D922480E,2026,CONFIRMED,GRP,2026-07-22,2026-07-26,2026-07,4,2,1,0,3,,IT,RM,LAZIO,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,1239.59,0,0,1239.59,309.9,2026-05-05 11:52:09,,78,0
B-F5D4BC9AE832,2026,CONFIRMED,GRP,2026-07-04,2026-07-11,2026-07,7,2,0,0,2,,IT,VA,LOMBARDIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-9D8172FC,ind,1419.71,118.0,0,1537.71,202.82,2026-05-05 13:09:37,,60,0
B-50D8A92B3281,2026,CONFIRMED,GRP,2026-06-04,2026-06-07,2026-06,3,2,0,0,2,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,551.03,0,0,551.03,183.68,2026-05-05 13:16:28,,30,0
B-54CE49A6C63A,2026,CANCELED,GRP,2026-08-16,2026-08-30,2026-08,14,2,0,1,3,C-C9C1590358DD,IT,,,IT,Booking.com,Booking.com,,OTA,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,5972.54,0,0,5972.54,426.61,2026-05-05 14:45:56,2026-05-11 10:37:13,103,1
B-F0B6146DB280,2026,CONFIRMED,GRP,2026-06-15,2026-06-22,2026-06,7,2,0,0,2,C-86BCAF78DB58,IT,CN,PIEMONTE,IT,Booking.com,Booking.com,,OTA,2763,Camera Deluxe,HB,Mezza Pensione,3,Non Rimborsabile,,,G-3C4CE496,ind,1315.95,0,0,1315.95,187.99,2026-05-05 15:08:15,,41,0
B-3B7F9CA9E36F,2026,CONFIRMED,GRP,2026-07-17,2026-07-26,2026-07,9,2,2,0,4,C-2B02F0E4A046,IT,VA,LOMBARDIA,IT,Booking.com,Booking.com,,OTA,2765,Appartamento Area Piscina,HB,Mezza Pensione,3,Non Rimborsabile,,,G-3C4CE496,ind,3905.62,21.8,0,3927.42,433.96,2026-05-05 16:24:23,,73,0
B-FAAA7CAC7D10,2026,CONFIRMED,GRP,2026-07-17,2026-07-26,2026-07,9,2,1,0,3,C-2B02F0E4A046,IT,MB,LOMBARDIA,IT,Booking.com,Booking.com,,OTA,2762,Camera Superior,HB,Mezza Pensione,3,Non Rimborsabile,,,G-3C4CE496,ind,3067.91,11.3,0,3079.21,340.88,2026-05-05 16:24:23,,73,0
B-86EEFD64992D,2026,CONFIRMED,GRP,2026-06-19,2026-06-29,2026-06,10,2,0,2,4,C-4B130279E851,IT,FG,PUGLIA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1395.0,0,0,1395.0,139.5,2026-05-05 16:53:06,,45,0
B-65FFB1CD891E,2026,CONFIRMED,GRP,2026-08-23,2026-08-30,2026-08,7,2,0,1,3,C-76C4031E16F0,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1850.0,0,0,1850.0,264.29,2026-05-05 17:27:42,,110,0
B-821310E67B6E,2026,CONFIRMED,GRP,2026-08-23,2026-08-30,2026-08,7,2,0,1,3,C-76C4031E16F0,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1850.0,0,0,1850.0,264.29,2026-05-05 17:28:02,,110,0
B-892FF1126645,2026,CONFIRMED,GRP,2026-07-04,2026-07-11,2026-07,7,4,0,0,4,C-43064B6F4592,IT,BO,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-D850D789,ind,2920.0,0,0,2920.0,417.14,2026-05-21 08:56:44,,44,0
B-C85620B30FFD,2026,CANCELED,IND,2026-05-06,2026-05-08,2026-05,2,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2761,Camera  Standard,NB,No Board,1,Standard Policy,,,,,0,53.0,0,53.0,0.0,2026-05-06 10:25:14,2026-05-06 14:41:18,0,1
B-34016FFD4D11,2026,CONFIRMED,GRP,2026-07-01,2026-07-08,2026-07,7,2,0,0,2,C-FE830452C11C,IT,TR,UMBRIA,IT,crm,Diretto (CRM),DigitalDept GoogleAds,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1139.9,0,0,1139.9,162.84,2026-05-06 12:55:16,,56,0
B-E40D0598C1A3,2026,CONFIRMED,GRP,2026-07-07,2026-07-17,2026-07,10,2,1,0,3,C-DDEA9DBE1441,IT,MI,LOMBARDIA,IT,crm,Diretto (CRM),direct,Preventivo da Minisito,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,2688.75,150.0,0,2838.75,268.88,2026-05-06 14:07:12,,62,0
B-163C94EC604D,2026,CONFIRMED,GRP,2026-06-21,2026-06-28,2026-06,7,2,0,0,2,C-A9721D3E4725,IT,BS,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,5375,Villino 2Ten,FB,Pensione Completa,1,Standard Policy,,,G-D850D789,ind,1400.0,0,0,1400.0,200.0,2026-05-06 14:36:31,,46,0
B-04DFA21A018E,2026,CONFIRMED,GRP,2026-06-22,2026-06-23,2026-06,1,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,90.0,90.0,0,180.0,90.0,2026-05-06 16:49:23,,47,0
B-649775A792E2,2026,CONFIRMED,GRP,2026-05-29,2026-05-30,2026-05,1,1,0,0,1,,IT,LE,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,0,0,0,0,0.0,2026-05-06 17:13:48,,23,0
B-3379FCD12027,2026,CONFIRMED,GRP,2026-08-02,2026-08-09,2026-08,7,2,0,0,2,C-FF653A2BAE51,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1230.0,0,0,1230.0,175.71,2026-05-06 19:57:08,,88,0
B-3744B6C9A420,2026,CONFIRMED,GRP,2026-08-02,2026-08-09,2026-08,7,2,0,0,2,C-F875ABE3266D,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1230.0,0,0,1230.0,175.71,2026-05-06 19:57:30,,88,0
B-92957B1BEB47,2026,CONFIRMED,GRP,2026-07-01,2026-07-07,2026-07,6,2,0,1,3,C-6E3469F72D55,IT,SA,CAMPANIA,IT,booking-engine-advance-s1,Booking Engine - Advance,direct,Preventivo da Minisito,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-D850D789,ind,1304.7,0,0,1304.7,217.45,2026-05-06 21:18:49,,56,0
B-DC9F4D1B0D39,2026,CONFIRMED,GRP,2026-07-19,2026-07-29,2026-07,10,2,0,0,2,C-8835789703BD,IT,MI,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,5375,Villino 2Ten,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,2100.0,10.0,0,2110.0,210.0,2026-05-07 10:00:30,,73,0
B-9675A9B92387,2026,CONFIRMED,GRP,2026-06-22,2026-06-29,2026-06,7,2,1,0,3,,IT,AO,VALLE D'AOSTA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-9D8172FC,ind,1200.89,0,0,1200.89,171.56,2026-05-07 11:22:22,,46,0
B-F115D7F267E0,2026,CONFIRMED,GRP,2026-05-31,2026-06-02,2026-05,2,2,1,0,3,,IT,BT,PUGLIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,372.03,0,0,372.03,186.01,2026-05-07 11:32:18,,24,0
B-3875B442BC2B,2026,CONFIRMED,GRP,2026-07-03,2026-07-11,2026-07,8,2,2,0,4,,IT,MN,LOMBARDIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,2622.8,0,0,2622.8,327.85,2026-05-07 11:41:24,,57,0
B-F8565A12C13C,2026,CONFIRMED,GRP,2026-06-29,2026-07-06,2026-06,7,2,1,0,3,C-BCF689204CF2,IT,GE,LIGURIA,IT,crm,Diretto (CRM),DigitalDept DEM,Conferma da Operatore,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1248.7,0,0,1248.7,178.39,2026-05-07 11:49:26,,53,0
B-4B4ABFF9867C,2026,CONFIRMED,GRP,2026-07-12,2026-07-19,2026-07,7,2,2,0,4,,IT,RC,CALABRIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,2699.62,0,0,2699.62,385.66,2026-05-07 12:44:29,,66,0
B-8CBBF8A69BC8,2026,CONFIRMED,GRP,2026-07-12,2026-07-19,2026-07,7,2,2,0,4,,IT,RC,CALABRIA,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,2501.59,0,0,2501.59,357.37,2026-05-07 12:56:35,,66,0
B-275DCFC87E6B,2026,CANCELED,GRP,2026-05-31,2026-06-02,2026-05,2,2,1,1,4,C-C36F73E3EBC9,IT,,,IT,Booking.com,Booking.com,,OTA,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,371.72,0,0,371.72,185.86,2026-05-07 13:24:13,2026-05-10 08:00:26,24,1
B-FCAD52559204,2026,CONFIRMED,GRP,2026-05-28,2026-05-31,2026-05,3,2,0,0,2,,IT,RM,LAZIO,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,420.0,9.0,0,429.0,140.0,2026-05-07 18:29:22,,21,0
B-0B0D7347D63E,2026,CONFIRMED,GRP,2026-07-26,2026-08-02,2026-07,7,2,1,0,3,C-2637D0C878A8,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1925.35,46.0,0,1971.35,275.05,2026-05-08 10:38:54,,79,0
B-0B3966F22FE5,2026,CONFIRMED,GRP,2026-07-26,2026-08-02,2026-07,7,2,0,0,2,C-2637D0C878A8,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1581.3,55.0,0,1636.3,225.9,2026-05-08 10:39:25,,79,0
B-0CE51AFB314B,2026,CONFIRMED,GRP,2026-08-02,2026-08-09,2026-08,7,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-2457AB54,ind,0,0,0,0,0.0,2026-05-08 10:46:44,,86,0
B-088B78999832,2026,CONFIRMED,GRP,2026-08-16,2026-08-23,2026-08,7,2,2,0,4,C-E909D34DEAFC,IT,MO,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,2800.0,0,0,2800.0,400.0,2026-05-08 11:53:02,,100,0
B-3121CDEE2B63,2026,CONFIRMED,GRP,2026-05-31,2026-06-02,2026-05,2,2,2,0,4,C-5157B6FA4450,IT,CS,CALABRIA,IT,crm,Diretto (CRM),DigitalDept GoogleAds,Preventivo da Minisito,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,336.65,0,0,336.65,168.32,2026-05-08 13:37:31,,23,0
B-C7E2E4B1FD88,2026,CONFIRMED,GRP,2026-07-25,2026-08-01,2026-07,7,4,1,0,5,C-B37AB644B047,IT,BN,CAMPANIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,2650.0,0,0,2650.0,378.57,2026-05-08 14:08:26,,78,0
B-C79DA5A1B72C,2026,CONFIRMED,GRP,2026-08-02,2026-08-13,2026-08,11,2,1,0,3,,IT,,,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,4458.85,0,0,4458.85,405.35,2026-05-08 14:40:43,,86,0
B-D4D4FF364970,2026,CANCELED,GRP,2026-06-21,2026-06-28,2026-06,7,2,3,0,5,C-EA69677B06F0,IT,,,IT,Booking.com,Booking.com,,OTA,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,2195.55,0,0,2195.55,313.65,2026-05-08 15:00:50,2026-05-08 16:17:23,44,1
B-A7D7D01F5C79,2026,CONFIRMED,GRP,2026-08-02,2026-08-13,2026-08,11,2,1,2,5,,IT,,,IT,crm,Diretto (CRM),isolaazzura,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-9D8172FC,ind,4683.87,0,0,4683.87,425.81,2026-05-08 15:11:41,,86,0
B-AB8D6910F35D,2026,CONFIRMED,GRP,2026-05-28,2026-05-30,2026-05,2,1,0,0,1,,IT,FG,PUGLIA,IT,crm,Diretto (CRM),gruppoarchitetti2026,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-C8ADE40A,ind,0,0,0,0,0.0,2026-05-08 16:36:09,,20,0
B-37DEE497381C,2026,CONFIRMED,GRP,2026-06-21,2026-06-28,2026-06,7,2,3,0,5,C-ECD05D5BDCFC,IT,BO,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1532.35,0,0,1532.35,218.91,2026-05-08 17:12:27,,44,0
B-3E4DF3EAD3D9,2026,CONFIRMED,GRP,2026-06-20,2026-06-27,2026-06,7,2,1,0,3,C-0F13A3111B08,IT,MI,LOMBARDIA,IT,booking-engine-advance-s1,Booking Engine - Advance,direct,Preventivo da Minisito,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1329.6,93.0,0,1422.6,189.94,2026-05-08 18:47:05,,43,0
B-206A58A46842,2026,CONFIRMED,GRP,2026-06-20,2026-06-27,2026-06,7,2,1,0,3,C-0F13A3111B08,IT,MI,LOMBARDIA,IT,booking-engine-advance-s1,Booking Engine - Advance,crmdirect,Conferma da Operatore,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1209.6,34.0,0,1243.6,172.8,2026-05-08 20:14:27,,43,0
B-7D4868E5681E,2026,CONFIRMED,GRP,2026-07-26,2026-08-03,2026-07,8,2,0,0,2,C-CC99DA56C0E4,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1780.0,84.5,0,1864.5,222.5,2026-05-08 20:36:32,,79,0
B-A817F1CFC195,2026,CONFIRMED,GRP,2026-06-18,2026-06-25,2026-06,7,3,0,0,3,C-87881B194695,IT,TN,TRENTINO-ALTO ADIGE,IT,booking-engine-advance-s1,Booking Engine - Advance,,Booking Engine,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,G-D850D789,ind,1398.05,19.5,0,1417.55,199.72,2026-05-09 08:58:16,,40,0
B-986CD3E2EC56,2026,CANCELED,GRP,2026-08-12,2026-08-21,2026-08,9,2,1,0,3,C-38B78750AFAD,IT,NA,,IT,booking-engine-advance-s1,Booking Engine - Advance,,Booking Engine,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-EEE9B40D,ind,4370.4,0,0,4370.4,485.6,2026-05-09 10:08:02,2026-05-11 11:44:06,95,1
B-DA6B9DB8C2FD,2026,CANCELED,GRP,2026-06-13,2026-06-16,2026-06,3,2,0,0,2,C-F08A5AC39DC0,IT,,,IT,Booking.com,Booking.com,,OTA,22380,OTA Camera Standard,HB,Mezza Pensione,1,Standard Policy,,,G-3C4CE496,ind,451.35,0,0,451.35,150.45,2026-05-09 10:08:04,2026-06-03 17:49:48,35,1
