booking_code,customer_code,guest_seq,guest_code,age_at_checkin,sex
B-6D205D646883,C-64DEE709C5E7,1,GU-6B55F89C131F,50,M
B-6D205D646883,C-64DEE709C5E7,2,GU-405C340FB2A0,52,F
B-6D205D646883,C-64DEE709C5E7,3,GU-735D3AED6148,12,F
B-6D205D646883,C-64DEE709C5E7,4,GU-A066FE0D900E,12,F
B-3460A71618AF,C-090CC0BF1581,1,GU-B0076362806A,44,F
B-3460A71618AF,C-090CC0BF1581,2,GU-1E205613462E,49,M
B-3460A71618AF,C-090CC0BF1581,3,GU-2A68CA61089E,16,M
B-3460A71618AF,C-090CC0BF1581,4,GU-EED4C8F7EE28,11,M
B-3460A71618AF,C-090CC0BF1581,5,GU-0DBC092A84A4,9,F
B-71B954685E7C,C-9C0638AB2742,1,GU-DB0A7C3BCCD7,45,F
B-71B954685E7C,C-9C0638AB2742,2,GU-6AB0F770C627,56,M
B-71B954685E7C,C-9C0638AB2742,3,GU-7BDF4DDCAE20,14,F
B-71B954685E7C,C-9C0638AB2742,4,GU-F222617C6766,7,M
B-B0EBD84873AE,C-91DE6FD61F5D,1,GU-7D1BEA4E5FB9,,
B-B0EBD84873AE,C-91DE6FD61F5D,2,GU-DB17AC89E021,,
B-B0EBD84873AE,C-91DE6FD61F5D,3,GU-41A082FD21A2,,
B-0E42A2F2AF1A,C-CCC16F584B0C,1,GU-48567B75CB25,52,M
B-0E42A2F2AF1A,C-CCC16F584B0C,2,GU-91AB5EDF93DB,50,F
B-0E42A2F2AF1A,C-CCC16F584B0C,3,GU-459E6406F193,20,F
B-0E42A2F2AF1A,C-CCC16F584B0C,4,GU-F20EDC011E8E,18,M
B-2CF3EE7BFAED,,1,GU-B0FD473AAC91,27,F
B-2CF3EE7BFAED,,2,GU-6FE290F0E020,35,M
B-EE4A741AE33C,C-C3E48B37DF7D,1,GU-676A4AE647BD,41,F
B-EE4A741AE33C,C-C3E48B37DF7D,2,GU-F7FD8B54E686,8,M
B-EE4A741AE33C,C-C3E48B37DF7D,3,GU-42E811A98622,4,M
B-EE4A741AE33C,C-C3E48B37DF7D,4,GU-4F6A8FE1DEB5,41,M
B-D9F8640201F0,C-5794D50C8970,1,GU-222B001557D6,55,M
B-D9F8640201F0,C-5794D50C8970,2,GU-9E6D5B49E8B7,52,F
B-A40C52607697,C-534AB06957C4,1,GU-191F68F5A157,50,M
B-A40C52607697,C-534AB06957C4,2,GU-883A0BE4621D,49,F
B-775F0C97F33C,C-A0D98BE60DC8,1,GU-A6F5BFDE7A16,60,M
B-775F0C97F33C,C-A0D98BE60DC8,2,GU-0986826068B1,58,F
B-4F5C1B56A160,,1,GU-261CDD49E853,37,F
B-4F5C1B56A160,,2,GU-7898DE0DE49F,36,M
B-4F5C1B56A160,,3,GU-0261E371887A,12,M
B-4F5C1B56A160,,4,GU-61D530D3E813,6,M
B-246CEFFCA25F,C-FE334F93B517,1,GU-B4F582F2C6B2,,
B-246CEFFCA25F,C-FE334F93B517,2,GU-904D83157781,,
B-05760FAAA964,C-87BEB0E85665,1,GU-4257162D1ECA,31,M
B-05760FAAA964,C-87BEB0E85665,2,GU-6CBEA0FD4E2A,28,F
B-8D76188629AB,C-C884407A11CE,1,GU-5248FCAB5AC5,65,M
B-8D76188629AB,C-C884407A11CE,2,GU-B4300C214171,60,F
B-8D76188629AB,C-C884407A11CE,3,GU-4F5AC9BE26E4,31,F
B-1FD9DB082F19,C-C793DA7E6070,1,GU-D18B79C518B3,52,M
B-1FD9DB082F19,C-C793DA7E6070,2,GU-7B77C547AC32,45,F
B-1FD9DB082F19,C-C793DA7E6070,3,GU-0E530BFCFCE1,13,F
B-1FD9DB082F19,C-C793DA7E6070,4,GU-4F009F9259B7,10,M
B-1FD9DB082F19,C-C793DA7E6070,5,GU-330DC0F46347,8,M
B-6EF6CF1B546E,C-6672D9214AED,1,GU-E5EC7EF8BB70,,
B-6EF6CF1B546E,C-6672D9214AED,2,GU-BC9557D9565A,,
B-6EF6CF1B546E,C-6672D9214AED,3,GU-649DAAC2E96F,,
B-6EF6CF1B546E,C-6672D9214AED,4,GU-37DB4E099F6B,,
B-EA4186A1DBAE,C-6BF64606F672,1,GU-D77439BE129F,,
B-EA4186A1DBAE,C-6BF64606F672,2,GU-EFD758302DBA,,
B-EA4186A1DBAE,C-6BF64606F672,3,GU-33188F59322C,,
B-123D1B4C3F94,C-6BF64606F672,1,GU-8ADE63008059,,
B-123D1B4C3F94,C-6BF64606F672,2,GU-5DDC38A99943,,
B-123D1B4C3F94,C-6BF64606F672,3,GU-9E07F02285BE,,
B-C988177DA189,C-B47A78E277A9,1,GU-83397C18D470,45,F
B-C988177DA189,C-B47A78E277A9,2,GU-3D4674598F7E,10,M
B-74BA5689EC87,C-C7BE65A1B243,1,GU-A9C001C66FEB,49,M
B-74BA5689EC87,C-C7BE65A1B243,2,GU-33A878B3AB94,48,F
B-B369730E429D,C-C7BE65A1B243,1,GU-F88DE332A0A6,17,F
B-B369730E429D,C-C7BE65A1B243,2,GU-8F6840C4BDEC,14,M
B-2B90565EC031,C-AF276B09112E,1,GU-D8D6BAC29FA7,55,F
B-2B90565EC031,C-AF276B09112E,2,GU-D004DB76F0BB,56,M
B-3171B93A43D6,C-3CD568606F44,1,GU-A54E0B464FA6,66,M
B-3171B93A43D6,C-3CD568606F44,2,GU-2E37D0C260F3,63,F
B-114B39142D28,C-6B5364AA5704,1,GU-0D67048EEC3A,42,F
B-114B39142D28,C-6B5364AA5704,2,GU-591BACDDDB68,42,M
B-114B39142D28,C-6B5364AA5704,3,GU-64B1C03E35C0,10,M
B-114B39142D28,C-6B5364AA5704,4,GU-78AFE6C41421,4,M
B-56489CD329DB,C-955ADCEFA254,1,GU-BAEB54C4D789,,
B-56489CD329DB,C-955ADCEFA254,2,GU-9706F8CC3447,,
B-F2B9F1BAD6D8,C-B2643998F350,1,GU-676F1E0C95C9,49,F
B-F2B9F1BAD6D8,C-B2643998F350,2,GU-AA5DC413AEB1,9,M
B-F2B9F1BAD6D8,C-B2643998F350,3,GU-220216A9CE27,9,M
B-F2B9F1BAD6D8,C-B2643998F350,4,GU-B6CA4EEF8FF2,53,M
B-47D1D43D3B93,C-D40FCDC9E7A6,1,GU-7E5CACDE7954,,
B-47D1D43D3B93,C-D40FCDC9E7A6,2,GU-403DAFFD2534,,
B-6D3DC19B2581,C-E64C366E05A6,1,GU-A81FADDFE626,50,M
B-6D3DC19B2581,C-E64C366E05A6,2,GU-B7CF3319082A,12,F
B-6D3DC19B2581,C-E64C366E05A6,3,GU-AC1B05971760,9,F
B-8084D4CC0906,C-4093291A455D,1,GU-4A468B6B62ED,60,M
B-8084D4CC0906,C-4093291A455D,2,GU-DF13454F2CE4,59,F
B-8084D4CC0906,C-4093291A455D,3,GU-804CAEA1DBCF,93,F
B-2E15DD39C3BE,C-AC2F1AC49132,1,GU-2C212F2001B5,53,F
B-2E15DD39C3BE,C-AC2F1AC49132,2,GU-0B3509704C7B,56,M
B-2E15DD39C3BE,C-AC2F1AC49132,3,GU-E0D786BAD0A1,21,M
B-56FC0CD4BB99,C-955ADCEFA254,1,GU-325103D94E0B,61,F
B-56FC0CD4BB99,C-955ADCEFA254,2,GU-B05299128207,25,M
B-83A834EFC247,C-AEF195DEC6DE,1,GU-A80AD0604857,44,M
B-83A834EFC247,C-AEF195DEC6DE,2,GU-4873525463A2,44,F
B-83A834EFC247,C-AEF195DEC6DE,3,GU-BF0D148FA0B5,6,M
B-83A834EFC247,C-AEF195DEC6DE,4,GU-686E61D9C8F8,13,M
B-83A834EFC247,C-AEF195DEC6DE,5,GU-3CFD229186C8,15,M
B-8C1D8FF9B9BA,C-072DC4CA3943,1,GU-D322A8A5B770,,
B-8C1D8FF9B9BA,C-072DC4CA3943,2,GU-F5D92F8FE83B,,
B-8C1D8FF9B9BA,C-072DC4CA3943,3,GU-58F62FD58B36,,
B-B93B71458C93,C-894AAEC5664A,1,GU-63B69978E509,58,F
B-B93B71458C93,C-894AAEC5664A,2,GU-D2910C423352,60,M
B-9DDB33234467,C-894AAEC5664A,1,GU-AAB456FDEF62,61,M
B-9DDB33234467,C-894AAEC5664A,2,GU-0032CB3C8161,62,F
B-816A53A1C162,C-1AD0DCF8B112,1,GU-C32E77FC0A56,55,M
B-816A53A1C162,C-1AD0DCF8B112,2,GU-6663851593EF,48,F
B-816A53A1C162,C-1AD0DCF8B112,3,GU-A87A15D25F3D,17,F
B-816A53A1C162,C-1AD0DCF8B112,4,GU-8416188DDECB,14,M
B-541AFC756278,C-FA9CF31746B6,1,GU-1E50D73C8ECE,46,F
B-541AFC756278,C-FA9CF31746B6,2,GU-67FDB447D980,47,M
B-541AFC756278,C-FA9CF31746B6,3,GU-31C7BDDB0353,12,M
B-541AFC756278,C-FA9CF31746B6,4,GU-B04161842E47,8,M
B-774F63A1AE81,C-A49138354DEC,1,GU-535944A500DB,34,F
B-774F63A1AE81,C-A49138354DEC,2,GU-D16E4D0D59F3,37,M
B-EC69B32FA43E,C-694747344501,1,GU-E3212FF1ED6F,,
B-EC69B32FA43E,C-694747344501,2,GU-79641E68FAE6,,
B-2BD067A27B91,C-7E132A3FC6A8,1,GU-A2D912AFAD85,49,M
B-2BD067A27B91,C-7E132A3FC6A8,2,GU-BE895FA69D07,43,F
B-2BD067A27B91,C-7E132A3FC6A8,3,GU-4645DD83EA24,16,M
B-2BD067A27B91,C-7E132A3FC6A8,4,GU-B266EB8B42BE,2,F
B-14FE1DEFCFEA,C-982F51184E35,1,GU-4034D2AB5A04,50,F
B-14FE1DEFCFEA,C-982F51184E35,2,GU-B73F93A2DF73,52,M
B-694A96A66420,C-43FBFB30F426,1,GU-EAA498CB0099,31,F
B-694A96A66420,C-43FBFB30F426,2,GU-AC9EA69AF41E,31,M
B-DDE2A50EFE2F,C-BEC44DAA825B,1,GU-11D254865EDF,,
B-DDE2A50EFE2F,C-BEC44DAA825B,2,GU-C4574F82F8FF,,
B-5F8B9CD45A35,C-ED6BD18FD4B5,1,GU-2DD485277C5D,51,
B-5F8B9CD45A35,C-ED6BD18FD4B5,2,GU-A358209424FD,54,
B-5F8B9CD45A35,C-ED6BD18FD4B5,3,GU-AA2DA41F155E,18,
B-5DB7FCBE1E29,,1,GU-5352DA98BBF7,,
B-5DB7FCBE1E29,,2,GU-534969122A45,,
B-5DB7FCBE1E29,,3,GU-57B9ED231146,,
B-5DB7FCBE1E29,,4,GU-CEDF97A676A3,,
B-5DB7FCBE1E29,,5,GU-416645903B39,,
B-5DB7FCBE1E29,,6,GU-B8E4558390EA,,
B-E7CB8D099BC9,C-F582CAA431E3,1,GU-3C049627518E,,
B-E7CB8D099BC9,C-F582CAA431E3,2,GU-5F3E49F99CBF,,
B-E7CB8D099BC9,C-F582CAA431E3,3,GU-B4B2227B4922,,
B-E7CB8D099BC9,C-F582CAA431E3,4,GU-AB4D494BDEAF,,
B-E7CB8D099BC9,C-F582CAA431E3,5,GU-4EA465B274AF,,
B-E7CB8D099BC9,C-F582CAA431E3,6,GU-6128BF8244B0,,
B-9D99402AAC4B,C-F582CAA431E3,1,GU-D65F40F53D9D,,
B-9D99402AAC4B,C-F582CAA431E3,2,GU-20E2CB57C029,,
B-9D99402AAC4B,C-F582CAA431E3,3,GU-015914BBAD15,,
B-9755DBDC23CF,C-51B6EAF98BFA,1,GU-40CEF04537BB,,
B-9755DBDC23CF,C-51B6EAF98BFA,2,GU-8E69AC1B0F37,,
B-9755DBDC23CF,C-51B6EAF98BFA,3,GU-958586A26A29,,
B-C4B92B4F21A7,,1,GU-FD5702BBCA4B,37,M
B-C4B92B4F21A7,,2,GU-12A79DA7EB0B,,
B-C4B92B4F21A7,,3,GU-E25FE8103653,,
B-A775221AC351,C-51B6EAF98BFA,1,GU-A7EE26161262,,
B-A775221AC351,C-51B6EAF98BFA,2,GU-4A4A4F5F50F5,,
B-A775221AC351,C-51B6EAF98BFA,3,GU-C5E799D5DABC,,
B-220A1407D5DE,C-68DFB8514939,1,GU-FA5F55AD4F34,34,F
B-220A1407D5DE,C-68DFB8514939,2,GU-4E40D7881223,38,M
B-220A1407D5DE,C-68DFB8514939,3,GU-1B96761EA06F,4,M
B-145BF96C5BE1,,1,GU-ED83BF33DBE2,36,M
B-145BF96C5BE1,,2,GU-C4535DF98AE0,39,M
B-145BF96C5BE1,,3,GU-8FA6FA3DABDF,36,M
B-A2A4C6529DD3,,1,GU-888EDF06D2CC,56,M
B-A2A4C6529DD3,,2,GU-1E24DCB1599F,32,M
B-A2A4C6529DD3,,3,GU-6CA2F1F1DB78,49,M
B-A2A4C6529DD3,,4,GU-97116D2336A1,41,M
B-A2A4C6529DD3,,5,GU-CA94DA977310,43,M
B-A2A4C6529DD3,,6,GU-621D196C4A32,39,M
B-3F9CDE41C495,,1,GU-C583570A100F,32,M
B-3F9CDE41C495,,2,GU-7144EF48AAE9,41,M
B-3F9CDE41C495,,3,GU-A8D2BC6C30AA,32,M
B-3F9CDE41C495,,4,GU-477586404C48,31,M
B-3F9CDE41C495,,5,GU-CAF7D429AD8C,44,M
B-3F9CDE41C495,,6,GU-102F72A67736,37,M
B-95363C9053CA,,1,GU-1310D207B18A,49,F
B-95363C9053CA,,2,GU-931D187F9742,54,M
B-95363C9053CA,,3,GU-2CABAC870526,21,
B-8813B244F9EF,,1,GU-5A24EBCC6A9B,57,M
B-8813B244F9EF,,2,GU-957CA13ADB67,53,F
B-BEBCE125A5F7,C-51B6EAF98BFA,1,GU-5CA98A87725F,,
B-BEBCE125A5F7,C-51B6EAF98BFA,2,GU-387E4A00AC83,,
B-BEBCE125A5F7,C-51B6EAF98BFA,3,GU-BD2F983DE731,,
B-2AF330ADDD76,,1,GU-EC1EB703C074,62,F
B-2AF330ADDD76,,2,GU-564534043F16,63,M
B-D53634F439E9,,1,GU-B70C67361B41,55,M
B-D53634F439E9,,2,GU-22AA93489864,55,M
B-D53634F439E9,,3,GU-FC81430E547B,52,M
B-D53634F439E9,,4,GU-5CCA6DE8C5D8,55,M
B-1397AA757468,C-E4804B74C5EE,1,GU-C14A9C5D1C0F,,
B-1397AA757468,C-E4804B74C5EE,2,GU-2D79398BAE59,,
B-1397AA757468,C-E4804B74C5EE,3,GU-8B45A412B966,,
B-40225891D8E7,,1,GU-CDE6EB2C27F6,53,M
B-40225891D8E7,,2,GU-73735436AB3F,41,M
B-40225891D8E7,,3,GU-AE58891B973D,57,M
B-40225891D8E7,,4,GU-B45C64D81E63,54,M
B-E6ACDB89FF9C,,1,GU-CF4682B909FE,31,M
B-E6ACDB89FF9C,,2,GU-A6D2DCD793CF,39,M
B-E6ACDB89FF9C,,3,GU-7A3D389CC3BB,29,M
B-E6ACDB89FF9C,,4,GU-BA0672956CE9,26,M
B-6ABE1BF57A5C,,1,GU-7E65F10657C0,57,M
B-6ABE1BF57A5C,,2,GU-14450AF7CE1C,55,M
B-6ABE1BF57A5C,,3,GU-DD30E8F63045,29,M
B-B6BCCB136F9A,,1,GU-FEC7D28A93D8,29,
B-B6BCCB136F9A,,2,GU-2D8F7A606052,49,
B-B6BCCB136F9A,,3,GU-476E911A3F8A,35,
B-B6BCCB136F9A,,4,GU-258381096839,47,
B-E6DD676FC7B5,,1,GU-990CAAA366FC,58,M
B-E6DD676FC7B5,,2,GU-1339ECD4C99D,53,M
B-F402934C3440,,1,GU-FFCB3B862A6C,55,M
B-F402934C3440,,2,GU-1052A9CB1831,54,M
B-87EB9CB777FD,,1,GU-B214ED0D9832,58,M
B-87EB9CB777FD,,2,GU-D4C6E25F6738,58,F
B-C28FBA08DC7B,C-92CDD4DFA0FE,1,GU-FCEF20747D53,44,
B-C28FBA08DC7B,C-92CDD4DFA0FE,2,GU-18D0E97B38E1,42,
B-C28FBA08DC7B,C-92CDD4DFA0FE,3,GU-00049861CFC0,10,
B-C28FBA08DC7B,C-92CDD4DFA0FE,4,GU-25E0E5CE6F99,12,
B-6DBB79D1D4EC,C-9A12C0B6E658,1,GU-6ECFA7C27574,,
B-6DBB79D1D4EC,C-9A12C0B6E658,2,GU-D1C7EA2C84B2,,
B-6DBB79D1D4EC,C-9A12C0B6E658,3,GU-342CE460EEFE,,
B-6DBB79D1D4EC,C-9A12C0B6E658,4,GU-3F1735760544,,
B-40F321EBA67A,C-9A12C0B6E658,1,GU-C22534C1B9BB,,
B-40F321EBA67A,C-9A12C0B6E658,2,GU-BC6213F0542C,,
B-40F321EBA67A,C-9A12C0B6E658,3,GU-E3CD7BC2D815,,
B-40F321EBA67A,C-9A12C0B6E658,4,GU-9F109ABF93A3,,
B-7ACFDE3363FE,C-92CDD4DFA0FE,1,GU-162502B391B7,,
B-7ACFDE3363FE,C-92CDD4DFA0FE,2,GU-748CEA7CBBEE,,
B-7ACFDE3363FE,C-92CDD4DFA0FE,3,GU-3C7514DC63D4,,
B-7ACFDE3363FE,C-92CDD4DFA0FE,4,GU-15D63ED64A3C,,
B-A4AB3D5A8972,C-85F85A4CBAFA,1,GU-2DA518BACA79,64,F
B-A4AB3D5A8972,C-85F85A4CBAFA,2,GU-1060B53AAC5D,65,M
B-159C4E8FE9DA,C-5F56654C3E90,1,GU-3EB592ECB73E,42,M
B-159C4E8FE9DA,C-5F56654C3E90,2,GU-26BA2C5C2881,34,F
B-159C4E8FE9DA,C-5F56654C3E90,3,GU-853904112C98,2,M
B-159C4E8FE9DA,C-5F56654C3E90,4,GU-697E2CA540E3,0,M
B-2437CE5D600C,C-51B6EAF98BFA,1,GU-1653C9647D5E,,
B-2437CE5D600C,C-51B6EAF98BFA,2,GU-13C1E7DC6FEA,,
B-2437CE5D600C,C-51B6EAF98BFA,3,GU-D708099AC8EC,,
B-0AA5B8069C65,C-8ED7B525A5F4,1,GU-B099EC4F194C,44,M
B-0AA5B8069C65,C-8ED7B525A5F4,2,GU-1CB27D969514,45,F
B-0AA5B8069C65,C-8ED7B525A5F4,3,GU-7A02CBBF6092,12,F
B-0AA5B8069C65,C-8ED7B525A5F4,4,GU-C45BB3B0FD26,7,F
B-34376EB9ACDC,C-ED6BD18FD4B5,1,GU-FC31DF38C487,51,F
B-34376EB9ACDC,C-ED6BD18FD4B5,2,GU-DB648799EA13,54,M
B-34376EB9ACDC,C-ED6BD18FD4B5,3,GU-656DC493CB86,18,F
B-B96FE9D8EAF6,C-3BDB8374C291,1,GU-21F812E191DC,28,F
B-B96FE9D8EAF6,C-3BDB8374C291,2,GU-F462221B1D40,39,M
B-B96FE9D8EAF6,C-3BDB8374C291,3,GU-2A7BB06C1B4E,0,F
B-0CB567E3F32B,C-5830FF6C8BA4,1,GU-0C7915BAD8D0,,
B-0CB567E3F32B,C-5830FF6C8BA4,2,GU-90412211830A,,
B-0CB567E3F32B,C-5830FF6C8BA4,3,GU-16E6608B0A00,,
B-0CB567E3F32B,C-5830FF6C8BA4,4,GU-FD5CB0192DE8,,
B-A458B61C3BBF,C-D7E8019C8CB2,1,GU-8E71D69BB605,55,M
B-A458B61C3BBF,C-D7E8019C8CB2,2,GU-8D9F6AB096F6,48,F
B-A458B61C3BBF,C-D7E8019C8CB2,3,GU-95F44ADDD3CF,7,F
B-B9B703CC590D,C-630B7FC8B780,1,GU-A208F58D05DD,38,M
B-B9B703CC590D,C-630B7FC8B780,2,GU-BB1C93DF7AF0,37,F
B-B9B703CC590D,C-630B7FC8B780,3,GU-369B150CDA1F,7,M
B-B9B703CC590D,C-630B7FC8B780,4,GU-629E8A65BA82,0,M
B-D973511AA001,C-A126AB3B7A53,1,GU-1371B938C02A,53,M
B-D973511AA001,C-A126AB3B7A53,2,GU-B3105297ED1C,36,F
B-D973511AA001,C-A126AB3B7A53,3,GU-1949D4AC4796,3,M
B-DF051796CEB9,,1,GU-2B2F9F5E6AF8,50,M
B-DF051796CEB9,,2,GU-424CE751825F,15,M
B-DF051796CEB9,,3,GU-47499DE4D8DF,48,M
B-DF051796CEB9,,4,GU-A512CC9DBDD2,10,M
B-DF051796CEB9,,5,GU-530CA3D81DBD,13,M
B-549B96D5E393,,1,GU-AEFE4859E8DA,,
B-549B96D5E393,,2,GU-E9C26E08A100,,
B-549B96D5E393,,3,GU-C4B6A24CCB70,,
B-E2F0E3953F05,,1,GU-46F8B4CA7484,56,M
B-E2F0E3953F05,,2,GU-751945CF6B71,57,F
B-4480E741294D,,1,GU-A7B089ABA820,69,M
B-D8B1C40B7D3B,,1,GU-E9B718AE8704,35,M
B-D8B1C40B7D3B,,2,GU-A249916FE304,36,M
B-D8B1C40B7D3B,,3,GU-AAD692D1F30E,30,M
B-D8B1C40B7D3B,,4,GU-9ABA83295DFC,35,M
B-D8B1C40B7D3B,,5,GU-5E08241CBBD8,35,M
B-654DC32350A2,,1,GU-C384DF0B1E33,33,M
B-654DC32350A2,,2,GU-208364E4C2AC,28,M
B-654DC32350A2,,3,GU-718B34884BF4,48,M
B-654DC32350A2,,4,GU-0C2F6C7FC856,36,M
B-654DC32350A2,,5,GU-E9D8FD450BF9,34,M
B-B746170E0072,,1,GU-149255854701,40,M
B-B746170E0072,,2,GU-3759FD9F495F,7,F
B-B746170E0072,,3,GU-0A603DB82104,38,F
B-B746170E0072,,4,GU-BCA100931199,3,F
B-CEA58D069B97,C-BEF0C9EEF202,1,GU-245462E18BC5,42,M
B-CEA58D069B97,C-BEF0C9EEF202,2,GU-AE4164E427A4,39,F
B-CEA58D069B97,C-BEF0C9EEF202,3,GU-585BA899BFE6,7,F
B-CEA58D069B97,C-BEF0C9EEF202,4,GU-5610E83AC398,34,M
B-69EAEFEE9E66,C-78C5E250367A,1,GU-8050DF8C7779,49,M
B-69EAEFEE9E66,C-78C5E250367A,2,GU-6587BFD5E618,44,F
B-147D0D524B56,,1,GU-BB11D160148F,41,
B-147D0D524B56,,2,GU-1A4F36547C55,45,
B-147D0D524B56,,3,GU-FA174B890EB7,7,
B-147D0D524B56,,4,GU-69D3479CBDF5,2,
B-E6C515AFFADE,,1,GU-5681948C7701,52,M
B-E6C515AFFADE,,2,GU-89FB7C74876F,52,F
B-C07D3A15D30D,,1,GU-BA6A936105DE,43,M
B-C07D3A15D30D,,2,GU-A84B9790632C,40,F
B-C07D3A15D30D,,3,GU-F0885B68621F,14,M
B-C07D3A15D30D,,4,GU-EF0A4FF4E44A,12,F
B-C07D3A15D30D,,5,GU-339A9246CD13,6,M
B-041510891AE7,,1,GU-91108946DBF4,59,F
B-041510891AE7,,2,GU-8000460C9F2B,57,M
B-61D37A0B2C3E,,1,GU-5F6AF216A704,33,F
B-61D37A0B2C3E,,2,GU-B6C04968B662,35,M
B-E03312FA352E,,1,GU-911985C10529,40,M
B-E03312FA352E,,2,GU-251E7BB60BA1,39,F
B-E03312FA352E,,3,GU-E1C96DF0CD2F,4,M
B-E03312FA352E,,4,GU-CA2971A2F5A3,7,F
B-052A463E9DCA,,1,GU-2945F506424D,42,
B-052A463E9DCA,,2,GU-BB5F070B0ED5,41,
B-052A463E9DCA,,3,GU-F244FE216457,15,
B-052A463E9DCA,,4,GU-6B135347DC9F,13,
B-052A463E9DCA,,5,GU-A7F3559E7452,13,
B-2B84A4219661,C-827F3A759ACC,1,GU-239C8FDFDCB8,54,M
B-2B84A4219661,C-827F3A759ACC,2,GU-55A24A2BF89E,51,F
B-2B84A4219661,C-827F3A759ACC,3,GU-E55B120FF52C,9,M
B-2A7317A3CACD,C-827F3A759ACC,1,GU-339A311AF1CE,23,M
B-2A7317A3CACD,C-827F3A759ACC,2,GU-35804C4871EC,19,F
B-0384E94A0FAC,C-EC3B9ADF56B2,1,GU-B5608613ADE8,45,F
B-0384E94A0FAC,C-EC3B9ADF56B2,2,GU-6F1C70D248AB,41,M
B-0384E94A0FAC,C-EC3B9ADF56B2,3,GU-8389E01FF077,10,F
B-0384E94A0FAC,C-EC3B9ADF56B2,4,GU-E877C6DA7692,6,F
B-24CE7DF1CD66,C-5918F51C711E,1,GU-A365CB6F8215,58,F
B-24CE7DF1CD66,C-5918F51C711E,2,GU-1DCBC10D5BE4,42,M
B-E652E7E7F9F9,C-50832F0D5B36,1,GU-CA6413A3FC7D,56,
B-E652E7E7F9F9,C-50832F0D5B36,2,GU-B976EEBB7596,45,
B-E652E7E7F9F9,C-50832F0D5B36,3,GU-116742EAAE18,9,
B-6C9748B0A78E,C-F7BC0A8308D1,1,GU-AD00E43A156E,32,F
B-6C9748B0A78E,C-F7BC0A8308D1,2,GU-A6A3A7C724E3,41,F
B-02362F924353,C-996B6CE4474C,1,GU-3E193F6C89BE,,
B-02362F924353,C-996B6CE4474C,2,GU-34D476E0816F,,
B-699FFD8DDC4A,C-08E66C54FA8F,1,GU-2DB0274E64EC,,
B-699FFD8DDC4A,C-08E66C54FA8F,2,GU-093214476A9E,78,M
B-699FFD8DDC4A,C-08E66C54FA8F,3,GU-6B24B13E9548,73,F
B-699FFD8DDC4A,C-08E66C54FA8F,4,GU-FC3640F45DF2,,
B-699FFD8DDC4A,C-08E66C54FA8F,5,GU-7563CF056CFE,,
B-699FFD8DDC4A,C-08E66C54FA8F,6,GU-46D4F74E7F99,,
B-B4C9FC3E9928,C-1FAF6DBF3242,1,GU-A9A7C9A9E0A1,51,M
B-B4C9FC3E9928,C-1FAF6DBF3242,2,GU-79CA8C92C897,47,F
B-B4C9FC3E9928,C-1FAF6DBF3242,3,GU-B77EF61E5C4A,16,F
B-54FC8BD3FFF6,,1,GU-1F34C641E044,67,M
B-54FC8BD3FFF6,,2,GU-49ACE2A050F6,54,F
B-7CA49A95EFAB,,1,GU-FB432D397225,47,M
B-7CA49A95EFAB,,2,GU-E5819B58DE52,37,F
B-7CA49A95EFAB,,3,GU-DCE3E464F73A,10,F
B-4A8F176CB372,C-273A0914AD77,1,GU-7495A1E77016,61,M
B-4A8F176CB372,C-273A0914AD77,2,GU-BA79BCCABD98,60,F
B-5A1CC707131C,C-5C9190861B7B,1,GU-AD5FF75487C1,57,M
B-5A1CC707131C,C-5C9190861B7B,2,GU-39B94C6F5A1C,57,F
B-5A1CC707131C,C-5C9190861B7B,3,GU-DDFC78E0ADDD,28,F
B-5A1CC707131C,C-5C9190861B7B,4,GU-7F1AC2B1D504,25,F
B-3AC8E040A937,C-2E4EA3464474,1,GU-6A84B0D2B6E9,41,F
B-3AC8E040A937,C-2E4EA3464474,2,GU-E9D08F698F39,45,M
B-3AC8E040A937,C-2E4EA3464474,3,GU-A33ABCE64ECB,9,M
B-3AC8E040A937,C-2E4EA3464474,4,GU-411DC68AE5CC,12,F
B-8F7CD6CA91B8,C-516D743F4EF7,1,GU-EDAD5BD25CC6,68,M
B-8F7CD6CA91B8,C-516D743F4EF7,2,GU-69F40DC2F4DA,61,F
B-1ADA86F97715,C-EA7803B01735,1,GU-D6FFF3CB28A4,,
B-1ADA86F97715,C-EA7803B01735,2,GU-F995D761CC00,,
B-1ADA86F97715,C-EA7803B01735,3,GU-96B708BC0B6C,,
B-1ADA86F97715,C-EA7803B01735,4,GU-103A89EEB9BD,,
B-4A2F13E7A58B,,1,GU-9944F0B6EF87,63,
B-4A2F13E7A58B,,2,GU-DDCA93E27209,51,
B-BADB325CEDA6,,1,GU-E5417F521CEE,55,F
B-BADB325CEDA6,,2,GU-015A2BD5AF0B,71,M
B-76961BF46027,C-7375A8BF4210,1,GU-35E83AC58193,42,M
B-76961BF46027,C-7375A8BF4210,2,GU-2A22E22B4D87,40,F
B-76961BF46027,C-7375A8BF4210,3,GU-2150D2AFD2CC,9,M
B-76961BF46027,C-7375A8BF4210,4,GU-951563BC5F17,3,M
B-7E3D01725BE9,C-E0D406FA85BB,1,GU-16259FD4FDC4,44,F
B-7E3D01725BE9,C-E0D406FA85BB,2,GU-481AFDD0E122,49,M
B-7E3D01725BE9,C-E0D406FA85BB,3,GU-04CE0F205FDD,13,M
