request_code,dataset_year,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,customer_code,customer_country,customer_lang,channel_code,channel_name,arrangement_code,arrangement_name,creation_datetime,lead_time_days,quotation_count,has_quotation,quotation_min_amount,quotation_max_amount
R-FBC0A403ACDB,2026,2026-07-19,2026-07-26,2026-07,7,4,1,2,C-4EC39D812726,,IT,bd,Booking Engine,,,2026-04-13 18:00:59,97,2,1,1765.5,2194.7
R-E4B7A49821DE,2026,2026-06-28,2026-07-05,2026-06,7,2,0,0,C-A7F60A9E75AC,,IT,bd,Booking Engine,,,2026-04-13 18:25:06,76,1,1,1115.35,1115.35
R-B939B19C3673,2026,2026-06-27,2026-07-04,2026-06,7,2,0,0,C-A7F60A9E75AC,,IT,bd,Booking Engine,,,2026-04-13 18:30:23,75,1,1,1106.05,1106.05
R-0EC832CD940C,2026,2026-08-01,2026-08-14,2026-08,13,2,1,0,C-312A0FAAC3EE,,IT,bd,Booking Engine,,,2026-04-13 18:36:24,110,2,1,4681.1,5525.15
R-ED25CB968E8F,2026,2026-08-02,2026-08-16,2026-08,14,2,2,0,C-43F87ABDD76D,,IT,bd,Booking Engine,,,2026-04-13 18:57:25,111,1,1,6872.0,6872.0
R-3569355A0228,2026,2026-08-17,2026-08-22,2026-08,5,4,0,0,C-012952F804DC,,IT,bd,Booking Engine,,,2026-04-13 18:58:33,126,1,1,3501.15,3501.15
R-C01D129360E4,2026,2026-07-26,2026-08-01,2026-07,6,3,2,0,C-4DE860187AB9,,IT,bd,Booking Engine,,,2026-04-13 20:09:37,104,1,1,2453.15,2453.15
R-28FD28C2C26C,2026,2026-06-18,2026-06-25,2026-06,7,2,0,2,C-59C4A726B786,,IT,bd,Booking Engine,,,2026-04-13 20:26:04,66,1,1,1634.2,1634.2
R-7F52165AD2EC,2026,2026-07-25,2026-08-01,2026-07,7,2,2,0,C-9E97A8299373,,IT,bd,Booking Engine,,,2026-04-13 20:30:12,103,2,1,2814.7,3067.4
R-5E69E9131444,2026,2026-09-05,2026-09-12,2026-09,7,2,2,0,C-8A2801442228,,IT,bd,Booking Engine,,,2026-04-13 21:58:07,145,3,1,1672.85,1862.6
R-A0ACBFD0477A,2026,2026-06-28,2026-07-05,2026-06,7,2,1,0,C-FBADD1F4FC86,,IT,bd,Booking Engine,,,2026-04-13 22:42:16,76,1,1,1973.7,1973.7
R-765880C6F49D,2026,2026-06-21,2026-06-28,2026-06,7,2,1,0,C-50832F0D5B36,,IT,bd,Booking Engine,,,2026-04-13 23:04:38,69,1,1,1666.25,1666.25
R-1DA84F5D5EA0,2026,2026-05-29,2026-06-02,2026-05,4,2,0,0,C-F7163B4F2E92,,IT,bd,Booking Engine,,,2026-04-13 23:28:15,46,1,1,327.65,327.65
R-0A38ECEC428D,2026,2026-08-10,2026-08-16,2026-08,6,2,0,0,C-273A0914AD77,,IT,bd,Booking Engine,,,2026-04-13 23:31:12,119,1,1,1938.0,1938.0
R-20EA0376BB06,2026,2026-08-17,2026-08-23,2026-08,6,2,1,1,C-1138C821C989,,IT,bd,Booking Engine,,,2026-04-14 00:02:55,125,1,1,2746.0,2746.0
R-3F48A00BD161,2026,2026-06-13,2026-06-16,2026-06,3,2,0,1,C-B940DA82E196,,IT,bd,Booking Engine,,,2026-04-14 00:22:15,60,2,1,558.3,789.75
R-2CDA72EC51E5,2026,2026-08-10,2026-08-24,2026-08,14,2,2,0,C-B10B5F942037,,IT,bd,Booking Engine,,,2026-04-14 00:45:05,118,2,1,7425.45,8520.05
R-EA8CA8821D44,2026,2026-07-25,2026-08-01,2026-07,7,5,0,0,C-A581C15A14F3,,IT,bd,Booking Engine,,,2026-04-14 01:49:25,102,1,1,2782.65,2782.65
R-1799D6538954,2026,2026-06-27,2026-07-11,2026-06,14,2,0,0,C-295F14962D54,,IT,bd,Booking Engine,,,2026-04-14 05:56:19,74,1,1,2390.65,2390.65
R-FB104BA2ED16,2026,2026-08-19,2026-08-29,2026-08,10,4,3,0,C-89D4206D79A6,,IT,bd,Booking Engine,,,2026-04-14 06:31:17,127,2,1,3793.55,4618.2
R-CCCC293AF8AD,2026,2026-08-10,2026-08-17,2026-08,7,4,1,0,C-E6DD693E0068,,IT,bd,Booking Engine,,,2026-04-14 07:14:15,118,2,1,2250.55,2978.2
R-F4121EFA293D,2026,2026-05-30,2026-06-02,2026-05,3,4,1,0,C-48E6C3C67AE8,,IT,bd,Booking Engine,,,2026-04-14 07:39:43,46,0,0,,
R-BF0F98D38959,2026,2026-06-13,2026-06-20,2026-06,7,2,2,0,C-F54D1694333A,,IT,bd,Booking Engine,,,2026-04-14 08:22:59,60,6,1,1496.8,2074.8
R-B029A0EFC49C,2026,2026-08-24,2026-08-29,2026-08,5,4,2,0,C-9E9738313450,,IT,bd,Booking Engine,,,2026-04-14 09:01:23,132,1,1,2610.4,2610.4
R-7A74BAD15A1D,2026,2026-08-10,2026-08-24,2026-08,14,2,0,0,C-DA66E99A67EA,,IT,bd,Booking Engine,,,2026-04-14 09:03:34,118,1,1,5207.1,5207.1
R-2A2C02206CB3,2026,2026-08-09,2026-08-16,2026-08,7,2,1,1,C-5830FF6C8BA4,,IT,bd,Booking Engine,,,2026-04-14 09:29:20,117,2,1,2770.0,3292.65
R-30B27AC23216,2026,2026-08-08,2026-08-22,2026-08,14,3,0,0,C-ED6BD18FD4B5,IT,IT,bd,Booking Engine,,,2026-04-14 09:32:41,116,4,1,5846.05,7592.05
R-B0E35ED67C3D,2026,2026-08-30,2026-09-06,2026-08,7,2,1,0,C-BE91FE265A31,IT,IT,bd,Booking Engine,,,2026-04-14 09:35:31,138,1,1,2473.65,2473.65
R-5A1335E4DADE,2026,2026-08-08,2026-08-15,2026-08,7,2,1,0,C-40AEC682DC64,,IT,bd,Booking Engine,,,2026-04-14 09:47:28,116,1,1,3241.95,3241.95
R-3E632A8CC9D5,2026,2026-08-02,2026-08-09,2026-08,7,2,0,0,C-FF1149924F6C,,IT,bd,Booking Engine,,,2026-04-14 09:50:10,110,1,1,2368.6,2368.6
R-810C08C2938A,2026,2026-08-16,2026-08-23,2026-08,7,2,1,0,C-F557D8750ED1,,IT,bd,Booking Engine,,,2026-04-14 09:54:29,124,1,1,3203.7,3203.7
R-4CDA5C469057,2026,2026-06-20,2026-06-27,2026-06,7,2,2,0,C-8FAF582B22CA,,IT,bd,Booking Engine,,,2026-04-14 10:09:16,67,2,1,1953.75,2175.35
R-088FCE03820B,2026,2026-08-09,2026-08-19,2026-08,10,2,0,1,C-437832D1A559,,IT,bd,Booking Engine,,,2026-04-14 10:32:17,117,1,1,4665.65,4665.65
R-C6CC08EFE0B3,2026,2026-07-24,2026-08-07,2026-07,14,2,2,1,C-ED077E49CCA4,,IT,bd,Booking Engine,,,2026-04-14 10:39:07,101,4,1,4873.05,6647.7
R-A291912A3D56,2026,2026-07-24,2026-08-07,2026-07,14,2,2,1,C-ED077E49CCA4,,IT,bd,Booking Engine,,,2026-04-14 10:40:21,101,0,0,,
R-263D3ED659CC,2026,2026-08-10,2026-08-24,2026-08,14,2,0,0,C-2E6E9A3D8058,,IT,bd,Booking Engine,,,2026-04-14 10:42:01,118,0,0,,
R-D799D3E0F8A4,2026,2026-08-16,2026-08-23,2026-08,7,2,0,0,C-FF9BA9CC48B6,,IT,bd,Booking Engine,,,2026-04-14 10:42:33,124,2,1,2187.9,2587.9
R-7930536F9F6B,2026,2026-08-01,2026-08-08,2026-08,7,3,2,0,C-A35FAA547A3F,,IT,bd,Booking Engine,,,2026-04-14 10:49:16,109,2,1,1655.65,3165.2
R-CF57B7C69014,2026,2026-08-31,2026-09-06,2026-08,6,2,0,2,C-58B88678085E,,IT,bd,Booking Engine,,,2026-04-14 10:50:34,139,4,1,1250.2,1666.7
R-89226BE66165,2026,2026-06-30,2026-07-10,2026-06,10,2,2,0,C-EC3B9ADF56B2,IT,IT,bd,Booking Engine,,,2026-04-14 11:08:03,77,0,0,,
R-B796CE543B07,2026,2026-06-30,2026-07-10,2026-06,10,2,2,0,C-EC3B9ADF56B2,IT,IT,bd,Booking Engine,,,2026-04-14 11:09:30,77,0,0,,
R-A2E06F731BFB,2026,2026-08-09,2026-08-16,2026-08,7,2,2,0,C-C3BC7C7F92B2,IT,IT,bd,Booking Engine,,,2026-04-14 11:13:24,117,2,1,3673.0,4353.0
R-156FBE377C67,2026,2026-07-26,2026-08-02,2026-07,7,2,1,1,C-D8AFA3BDFDE2,,IT,bd,Booking Engine,,,2026-04-14 11:18:11,103,1,1,2345.9,2345.9
R-E90A4BD9BEE4,2026,2026-06-30,2026-07-10,2026-06,10,2,2,0,C-EC3B9ADF56B2,,IT,bd,Booking Engine,,,2026-04-14 12:26:25,77,2,1,2500.0,2818.7
R-D153D98EF9FC,2026,2026-07-27,2026-08-17,2026-07,21,3,1,0,C-2CBB960277DC,,IT,bd,Booking Engine,,,2026-04-14 12:41:43,104,0,0,,
R-2B873A1F6D46,2026,2026-06-28,2026-07-05,2026-06,7,2,2,0,C-22199565526F,,IT,bd,Booking Engine,,,2026-04-14 12:45:18,75,2,1,2116.5,2290.25
R-BA04CEA89B60,2026,2026-06-15,2026-06-17,2026-06,2,2,1,0,C-9D385ECEE8B9,,IT,bd,Booking Engine,,,2026-04-14 12:46:50,62,1,1,447.85,447.85
R-E56D30DC10B9,2026,2026-07-25,2026-08-01,2026-07,7,3,1,0,C-31FF255DB6E3,,IT,bd,Booking Engine,,,2026-04-14 12:59:32,102,3,1,2550.45,3122.3
R-8A61EE130773,2026,2026-08-10,2026-08-16,2026-08,6,2,0,0,C-7676DE2D2BD1,,IT,bd,Booking Engine,,,2026-04-14 13:57:13,118,1,1,1938.0,1938.0
R-5A6EE6CEF076,2026,2026-07-25,2026-08-01,2026-07,7,4,1,3,C-8AB48D0E29E9,IT,IT,bd,Booking Engine,,,2026-04-14 14:06:36,102,8,1,2095.0,3247.85
R-D059CCBD5DEF,2026,2026-08-09,2026-08-16,2026-08,7,2,2,0,C-F8003B0013D4,IT,IT,bd,Booking Engine,,,2026-04-14 14:26:55,117,2,1,3791.7,4353.0
R-9BA45A38237D,2026,2026-07-19,2026-07-26,2026-07,7,2,0,1,C-BFD9CE36D2C7,,IT,bd,Booking Engine,,,2026-04-14 14:55:39,96,1,1,1765.5,1765.5
R-06ADDBF964DE,2026,2026-08-09,2026-08-16,2026-08,7,1,1,0,C-3F7FDA54B02A,,IT,bd,Booking Engine,,,2026-04-14 14:56:56,117,2,1,2261.0,2601.0
R-7B5C0EBD2AAB,2026,2026-08-18,2026-08-28,2026-08,10,2,0,1,C-A4E772872E8B,,IT,bd,Booking Engine,,,2026-04-14 15:18:35,126,1,1,3540.3,3540.3
R-EF05E70D2388,2026,2026-08-09,2026-08-23,2026-08,14,2,2,0,C-8D837428CCE2,,IT,bd,Booking Engine,,,2026-04-14 15:27:38,117,1,1,6593.8,6593.8
R-95C2205A6528,2026,2026-08-23,2026-08-30,2026-08,7,2,2,0,C-8FF42FB3964A,,IT,bd,Booking Engine,,,2026-04-14 15:50:49,131,2,1,3835.2,4185.05
R-237BDA51721D,2026,2026-05-01,2026-05-03,2026-05,2,2,2,0,C-F068975CCED5,,IT,bd,Booking Engine,,,2026-04-14 16:52:05,17,0,0,,
R-DA23F8F2BF60,2026,2026-06-14,2026-06-21,2026-06,7,2,3,0,C-8C3161B2E24F,,IT,bd,Booking Engine,,,2026-04-14 17:31:25,61,4,1,2254.25,2254.25
R-D76152332B6F,2026,2026-06-14,2026-06-21,2026-06,7,2,0,0,C-8C3161B2E24F,,IT,bd,Booking Engine,,,2026-04-14 17:32:24,61,0,0,,
R-8D5315235A63,2026,2026-08-23,2026-08-30,2026-08,7,2,0,1,C-A8EA35A308E2,,IT,bd,Booking Engine,,,2026-04-14 18:17:40,131,1,1,2397.8,2397.8
R-504A8298E8E9,2026,2026-07-04,2026-07-11,2026-07,7,3,1,0,C-F4F1E9F8FD73,IT,IT,bd,Booking Engine,,,2026-04-14 18:39:42,81,2,1,1502.2,1553.2
R-7E8A0391A836,2026,2026-06-14,2026-06-21,2026-06,7,2,0,1,C-FA7CD2CC66D4,,IT,bd,Booking Engine,,,2026-04-14 19:58:36,61,1,1,1269.85,1269.85
R-A12675F8A299,2026,2026-07-25,2026-08-08,2026-07,14,4,0,2,C-85142F27B400,,IT,bd,Booking Engine,,,2026-04-14 21:01:13,102,1,1,4110.2,4110.2
R-39AF9BD6F1FC,2026,2026-07-25,2026-08-01,2026-07,7,3,1,0,C-7538F1F6BEE8,IT,IT,bd,Booking Engine,,,2026-04-14 21:01:46,102,0,0,,
R-C4A6C30B9DA2,2026,2026-07-25,2026-08-01,2026-07,7,3,1,0,C-7538F1F6BEE8,IT,IT,bd,Booking Engine,,,2026-04-14 21:07:20,102,4,1,2580.85,3839.4
R-777D7A2E7737,2026,2026-05-30,2026-06-06,2026-05,7,2,1,0,C-3287870516CC,,IT,bd,Booking Engine,,,2026-04-14 21:09:57,46,0,0,,
R-82F5E9F113E3,2026,2026-07-11,2026-07-18,2026-07,7,2,0,1,C-D2D2FE605B3D,,IT,bd,Booking Engine,,,2026-04-14 21:21:25,88,1,1,2097.6,2097.6
R-D21467E5605C,2026,2026-08-14,2026-08-24,2026-08,10,2,1,1,C-AD597ED33281,,IT,bd,Booking Engine,,,2026-04-14 21:22:48,122,1,1,4564.1,4564.1
R-B44830044077,2026,2026-07-11,2026-07-18,2026-07,7,2,1,1,C-A2BD3DEE1521,,IT,bd,Booking Engine,,,2026-04-14 21:25:50,88,1,1,2315.6,2315.6
R-AD3880045473,2026,2026-07-12,2026-07-19,2026-07,7,2,0,0,C-F7BC0A8308D1,,IT,bd,Booking Engine,,,2026-04-14 21:36:39,89,1,1,1443.55,1443.55
R-D741573C040C,2026,2026-08-15,2026-08-22,2026-08,7,2,1,0,C-1D0A8C65772F,,IT,bd,Booking Engine,,,2026-04-14 21:37:52,123,3,1,3223.55,3860.85
R-C2A99559776D,2026,2026-07-29,2026-08-09,2026-07,11,3,1,0,C-D84761A78DA0,,IT,bd,Booking Engine,,,2026-04-14 21:42:39,106,3,1,5071.4,6209.45
R-37969F0940FB,2026,2026-06-21,2026-07-01,2026-06,10,2,2,0,C-4281ADFF2800,,IT,bd,Booking Engine,,,2026-04-14 21:50:08,68,3,1,2190.0,2706.4
R-797E8DD9B105,2026,2026-08-22,2026-08-29,2026-08,7,2,1,0,C-1213F4B9F74A,,IT,bd,Booking Engine,,,2026-04-14 22:00:38,130,3,1,3247.6,3407.4
R-56C55B5951D7,2026,2026-08-29,2026-09-05,2026-08,7,2,1,1,C-4587603C8832,,IT,bd,Booking Engine,,,2026-04-14 22:06:03,137,1,1,2404.95,2404.95
R-6B999D20EE4F,2026,2026-08-14,2026-08-25,2026-08,11,2,1,1,C-39A0286EB49B,,IT,bd,Booking Engine,,,2026-04-14 22:26:13,122,0,0,,
R-B6B6571EC8C1,2026,2026-07-16,2026-07-19,2026-07,3,2,0,0,C-7FD591CCC037,,IT,bd,Booking Engine,,,2026-04-14 22:46:38,93,1,1,808.7,808.7
R-94BCCE800555,2026,2026-06-27,2026-07-04,2026-06,7,2,1,0,C-C2B55D983B16,,IT,bd,Booking Engine,,,2026-04-14 22:56:03,74,1,1,1731.05,1731.05
R-C65B1FC1E6D2,2026,2026-06-28,2026-07-05,2026-06,7,2,1,0,C-BA6282F715C6,,IT,bd,Booking Engine,,,2026-04-15 00:41:13,74,2,1,1844.3,1927.05
R-7A79A69559FF,2026,2026-06-22,2026-06-28,2026-06,6,4,0,0,C-4D2730A9F347,,IT,bd,Booking Engine,,,2026-04-15 00:42:09,68,2,1,850.25,850.25
R-871D5380624F,2026,2026-08-02,2026-08-09,2026-08,7,2,1,1,C-84A606DD2A49,,IT,bd,Booking Engine,,,2026-04-15 03:21:16,109,2,1,3554.1,3878.95
R-7B55277718E5,2026,2026-09-05,2026-09-12,2026-09,7,2,1,0,C-824B4B17D148,,IT,bd,Booking Engine,,,2026-04-15 07:33:13,143,3,1,2117.1,2569.1
R-EF3BBA5466B5,2026,2026-08-22,2026-08-29,2026-08,7,2,2,0,C-79ABE857141A,,IT,bd,Booking Engine,,,2026-04-15 07:55:44,129,3,1,2919.75,3249.8
R-6E577EDB4026,2026,2026-07-29,2026-08-08,2026-07,10,2,2,0,C-316206B8B226,,IT,bd,Booking Engine,,,2026-04-15 09:43:00,105,2,1,4956.05,5406.25
R-890D374BF8C7,2026,2026-07-11,2026-07-18,2026-07,7,2,1,2,C-2A3E60088EA6,,IT,bd,Booking Engine,,,2026-04-15 09:47:30,87,1,1,2764.95,2764.95
R-859DD95E85D1,2026,2026-07-04,2026-07-11,2026-07,7,2,2,0,C-22199565526F,,IT,bd,Booking Engine,,,2026-04-15 09:57:35,80,2,1,1875.35,2087.45
R-A4A688A1C4E4,2026,2026-08-14,2026-08-27,2026-08,13,2,0,1,C-652B2ADD3B6C,IT,IT,bd,Booking Engine,,,2026-04-15 10:00:28,121,3,1,4820.35,5690.05
R-DBEF9B96B581,2026,2026-07-05,2026-07-12,2026-07,7,2,2,0,C-09F7706EFE6E,,IT,bd,Booking Engine,,,2026-04-15 10:19:53,81,2,1,2528.4,2745.25
R-5DD74A3FE612,2026,2026-06-28,2026-07-05,2026-06,7,2,1,1,C-5FF86E7380BF,,IT,bd,Booking Engine,,,2026-04-15 10:40:30,74,3,1,1844.3,2089.8
R-7D5E121A0312,2026,2026-08-03,2026-08-08,2026-08,5,1,1,0,C-3728E2470D92,,IT,bd,Booking Engine,,,2026-04-15 10:47:58,110,1,1,1406.15,1406.15
R-8A4216DD87AB,2026,2026-08-15,2026-08-22,2026-08,7,2,0,0,C-0126291D6639,,IT,bd,Booking Engine,,,2026-04-15 10:55:34,122,0,0,,
R-569D8EC4ED78,2026,2026-08-13,2026-08-22,2026-08,9,2,0,1,C-38B78750AFAD,,IT,bd,Booking Engine,,,2026-04-15 10:55:37,120,1,1,4782.2,4782.2
R-90A4C11FE0CF,2026,2026-08-15,2026-08-22,2026-08,7,2,0,0,C-0126291D6639,,IT,bd,Booking Engine,,,2026-04-15 11:14:11,122,2,1,2198.35,2598.35
R-8F3B7C7480AB,2026,2026-07-20,2026-07-27,2026-07,7,2,1,0,C-6B4B4F969438,,IT,bd,Booking Engine,,,2026-04-15 12:06:05,96,2,1,2346.65,2459.8
R-18906CBE04F8,2026,2026-07-20,2026-07-27,2026-07,7,2,1,0,C-6B4B4F969438,,IT,bd,Booking Engine,,,2026-04-15 12:08:23,96,0,0,,
R-6B92EAD49EE8,2026,2026-08-02,2026-08-09,2026-08,7,2,1,1,C-B8F961DDF0CB,,IT,bd,Booking Engine,,,2026-04-15 12:21:02,109,4,1,2542.5,3369.85
R-3CE39C70EC64,2026,2026-07-11,2026-07-19,2026-07,8,2,0,2,C-ADE4E79C96B1,,IT,bd,Booking Engine,,,2026-04-15 12:34:57,87,2,1,2138.45,2450.55
R-D3BC5A98C84D,2026,2026-08-02,2026-08-09,2026-08,7,3,1,0,C-C1567E7869B1,,IT,bd,Booking Engine,,,2026-04-15 12:44:36,109,2,1,3316.25,4060.85
R-1ED85A67E55C,2026,2026-06-27,2026-07-04,2026-06,7,2,0,1,C-2B1B5C26CED6,,IT,bd,Booking Engine,,,2026-04-15 12:55:51,73,1,1,1384.6,1384.6
R-4FAFE7025A2C,2026,2026-07-05,2026-07-12,2026-07,7,2,1,0,C-E252ED302EFD,,IT,bd,Booking Engine,,,2026-04-15 13:08:40,81,1,1,1968.7,1968.7
R-DD8832D720FC,2026,2026-08-17,2026-08-23,2026-08,6,2,1,0,C-953A041A90F0,,IT,bd,Booking Engine,,,2026-04-15 13:19:33,124,2,1,2283.15,2746.0
R-2D3C01B188E4,2026,2026-08-24,2026-08-30,2026-08,6,2,1,0,C-953A041A90F0,,IT,bd,Booking Engine,,,2026-04-15 13:33:35,131,1,1,2518.1,2518.1
R-4903822F3533,2026,2026-07-05,2026-07-12,2026-07,7,2,2,0,C-7CDBDF056D37,,IT,bd,Booking Engine,,,2026-04-15 13:49:53,81,2,1,2387.95,2592.7
R-BB0EC69A2DD8,2026,2026-07-19,2026-07-25,2026-07,6,2,1,0,C-BEF0C9EEF202,,IT,bd,Booking Engine,,,2026-04-15 14:12:00,95,0,0,,
R-20A68BBB8E09,2026,2026-06-21,2026-06-28,2026-06,7,2,1,0,C-DC9BAA90A30B,,IT,bd,Booking Engine,,,2026-04-15 14:27:11,67,1,1,1278.25,1278.25
R-2EEB3282B3E2,2026,2026-07-19,2026-07-25,2026-07,6,2,1,0,C-BEF0C9EEF202,,IT,bd,Booking Engine,,,2026-04-15 14:38:01,95,0,0,,
R-979028B106FB,2026,2026-07-25,2026-08-01,2026-07,7,2,2,0,C-AB79FADB76B3,,IT,bd,Booking Engine,,,2026-04-15 14:39:02,101,2,1,2814.7,3067.4
R-06C38669E916,2026,2026-07-19,2026-07-25,2026-07,6,2,1,0,C-BEF0C9EEF202,,IT,bd,Booking Engine,,,2026-04-15 14:39:14,95,1,1,2014.45,2014.45
R-BFFCD6EB4947,2026,2026-05-30,2026-06-02,2026-05,3,2,1,0,C-9DBD31E19B0B,IT,IT,bd,Booking Engine,,,2026-04-15 14:45:15,45,1,1,386.15,386.15
R-4A6E63E96629,2026,2026-06-14,2026-06-21,2026-06,7,2,0,1,C-CDCFBFCD7AAD,,IT,bd,Booking Engine,,,2026-04-15 15:02:28,60,1,1,1269.85,1269.85
R-54AB55F360F6,2026,2026-08-16,2026-08-23,2026-08,7,2,1,0,C-33CFDE4800D6,,IT,bd,Booking Engine,,,2026-04-15 15:08:55,123,0,0,,
R-A6284A89BB1F,2026,2026-08-16,2026-08-23,2026-08,7,2,1,0,C-79C5F88FC808,,IT,bd,Booking Engine,,,2026-04-15 15:12:10,123,1,1,2663.7,2663.7
R-34DCC149E122,2026,2026-08-15,2026-08-22,2026-08,7,2,1,0,C-79C5F88FC808,,IT,bd,Booking Engine,,,2026-04-15 15:14:28,122,1,1,2676.4,2676.4
R-10BED947AD42,2026,2026-08-10,2026-08-16,2026-08,6,2,1,0,C-79C5F88FC808,,IT,bd,Booking Engine,,,2026-04-15 15:15:52,117,0,0,,
R-33CBCEEF0ED2,2026,2026-04-25,2026-04-26,2026-04,1,2,0,0,C-408F1E108598,,IT,bd,Booking Engine,,,2026-04-15 15:21:51,10,0,0,,
R-7C54E8FDDA03,2026,2026-08-08,2026-08-22,2026-08,14,4,1,0,C-473C5F980ECE,,IT,bd,Booking Engine,,,2026-04-15 15:36:57,115,0,0,,
R-C1F7F12B1E55,2026,2026-07-04,2026-07-11,2026-07,7,2,0,1,C-D4A777057677,IT,IT,bd,Booking Engine,,,2026-04-15 16:14:31,80,1,1,1553.2,1553.2
R-30DB228CD312,2026,2026-07-04,2026-07-11,2026-07,7,2,0,1,C-45994B74243D,,IT,bd,Booking Engine,,,2026-04-15 16:21:07,80,1,1,1553.2,1553.2
R-F583ED946D78,2026,2026-08-02,2026-08-16,2026-08,14,2,2,0,C-5A563BB9DBC7,,IT,bd,Booking Engine,,,2026-04-15 16:58:01,109,1,1,8232.0,8232.0
R-FF5FE5B9438D,2026,2026-08-14,2026-08-17,2026-08,3,1,0,0,C-9283208B3697,,IT,bd,Booking Engine,,,2026-04-15 17:14:49,121,0,0,,
R-12BDF7768E66,2026,2026-08-10,2026-08-18,2026-08,8,10,0,0,C-4B35DF9EC2E9,,IT,bd,Booking Engine,,,2026-04-15 18:00:11,117,2,1,3020.3,5718.8
R-35C188CE1FC2,2026,2026-08-10,2026-08-16,2026-08,6,2,1,0,C-D22DD076FD5C,,IT,bd,Booking Engine,,,2026-04-15 18:23:31,117,0,0,,
R-327E5C4EB500,2026,2026-08-10,2026-08-16,2026-08,6,2,1,0,C-D22DD076FD5C,,IT,bd,Booking Engine,,,2026-04-15 18:25:31,117,1,1,2785.0,2785.0
R-C05F294E53B4,2026,2026-08-15,2026-08-22,2026-08,7,3,1,0,C-1E94DA69880D,,IT,bd,Booking Engine,,,2026-04-15 18:40:37,122,4,1,3846.4,4971.45
R-06EA8FED5D2F,2026,2026-08-16,2026-08-23,2026-08,7,2,0,0,C-BE6469A93F54,,IT,bd,Booking Engine,,,2026-04-15 19:19:15,123,4,1,2587.9,2856.5
R-FA88169F985A,2026,2026-08-29,2026-09-12,2026-08,14,2,0,0,C-A0EA30E0FC38,,IT,bd,Booking Engine,,,2026-04-15 19:24:41,136,0,0,,
R-5066A2F24F0D,2026,2026-08-09,2026-08-16,2026-08,7,4,1,0,C-BA2CBC9E1E8A,,IT,bd,Booking Engine,,,2026-04-15 19:46:29,116,0,0,,
R-9E5D88106453,2026,2026-07-19,2026-07-26,2026-07,7,2,3,0,C-8357E479A048,,IT,bd,Booking Engine,,,2026-04-15 19:57:21,95,2,1,3039.35,3195.85
R-6653E12AA6D5,2026,2026-07-19,2026-07-26,2026-07,7,2,2,0,C-784406C44D5B,,IT,bd,Booking Engine,,,2026-04-15 20:04:30,95,3,1,2870.5,3373.2
R-14D1FA30E2FC,2026,2026-08-23,2026-08-30,2026-08,7,2,2,0,C-05BDB8700D46,,IT,bd,Booking Engine,,,2026-04-15 21:14:26,130,3,1,2874.1,3198.95
R-17B79727A5CD,2026,2026-07-04,2026-07-18,2026-07,14,2,1,0,C-7460C3EC3A34,,IT,bd,Booking Engine,,,2026-04-15 21:16:41,80,0,0,,
R-652E5B6E732D,2026,2026-07-04,2026-07-18,2026-07,14,2,1,0,C-7460C3EC3A34,,IT,bd,Booking Engine,,,2026-04-15 21:17:27,80,0,0,,
R-3F3E2B9A308E,2026,2026-07-12,2026-07-19,2026-07,7,2,1,0,C-2890BE502674,,IT,bd,Booking Engine,,,2026-04-15 21:30:24,88,1,1,2119.1,2119.1
R-190A5295D1FF,2026,2026-06-08,2026-06-15,2026-06,7,2,0,0,C-37CB66EC4BD5,,IT,bd,Booking Engine,,,2026-04-15 21:30:28,54,0,0,,
R-98F1E06CD9E0,2026,2026-08-09,2026-08-23,2026-08,14,2,3,0,C-3447F79F2B97,,IT,bd,Booking Engine,,,2026-04-15 21:36:40,116,0,0,,
R-B4A3BBE0C8EE,2026,2026-09-12,2026-09-20,2026-09,8,2,0,0,C-7BDA6BCA7175,,IT,bd,Booking Engine,,,2026-04-15 21:40:52,150,1,1,1707.35,1707.35
R-1D7A01294EAB,2026,2026-08-02,2026-08-09,2026-08,7,4,0,0,C-FEAAD57CA328,,IT,bd,Booking Engine,,,2026-04-15 22:15:21,109,1,1,3316.25,3316.25
R-F35090C69A24,2026,2026-05-30,2026-06-02,2026-05,3,4,1,0,C-D1DEFD0B9E60,,IT,bd,Booking Engine,,,2026-04-15 22:25:30,45,1,1,509.55,509.55
R-F40E7CB22BC0,2026,2026-08-08,2026-08-15,2026-08,7,2,0,1,C-E19436453911,,IT,bd,Booking Engine,,,2026-04-15 22:53:49,115,1,1,3729.3,3729.3
R-6EEB803D1273,2026,2026-06-15,2026-06-21,2026-06,6,2,2,0,C-0FE60325C4E2,,IT,bd,Booking Engine,,,2026-04-16 06:49:58,60,3,1,1231.8,1371.5
R-9C98C3D323B6,2026,2026-07-19,2026-07-26,2026-07,7,2,1,0,C-314865483BB4,,IT,bd,Booking Engine,,,2026-04-16 06:58:25,94,1,1,2194.7,2194.7
R-993EAC7908DC,2026,2026-09-06,2026-09-12,2026-09,6,3,1,0,C-DEDAD55E1A26,,IT,bd,Booking Engine,,,2026-04-16 07:34:06,143,3,1,2264.85,2618.95
R-9A48305BDFB1,2026,2026-07-05,2026-07-12,2026-07,7,2,1,0,C-FD80F3F1A560,,IT,bd,Booking Engine,,,2026-04-16 08:24:54,80,1,1,1598.5,1598.5
